concept_code	concept_name	relationship_id	snomed_code	precedence
"9895/3"	"Acute myeloid leukemia with myelodysplasia-related changes"	"Maps to"	"128827005"	
"8602/3"	"Sclerosing stromal tumor, malignant (C56.9)"	"Is a"	"417629008"	
"8830/1"	"Atypical fibrous histiocytoma"	"Maps to"	"26496005"	
"8620/1"	"Granulosa cell tumor, adult type"	"Maps to"	"46585005"	
"9300/0"	"Adenomatoid odontogenic tumor"	"Maps to"	"60599006"	
"8841/1"	"Angiomyxoma"	"Maps to"	"57723004"	
"8621/3"	"Granulosa cell-theca cell tumor, malignant "	"Is a"	"31296004"	
"8622/0"	"Granulosa cell tumor of testis, juvenile"	"Is a"	"77029009"	
"8851/0"	"Fibrolipoma"	"Maps to"	"2710003"	
"8622/3"	"Juvenile granulosa cell tumor, malignant "	"Is a"	"77029009"	
"9765/1"	"Monoclonal gammopathy of undetermined significance"	"Maps to"	"35601003"	
"8623/3"	"Sex cord tumor with annular tubules, malignant "	"Is a"	"72457004"	
"9562/0"	"Neurothekeoma"	"Maps to"	"51836001"	
"8122/3"	"Transitional cell carcinoma, spindle cell"	"Maps to"	"112676006"	
"9100/0"	"Hydatidiform mole, NOS"	"Maps to"	"417271000"	
"8098/3"	"Adenoid basal carcinoma"	"Maps to"	"128637002"	
"8815/1"	"Solitary fibrous tumor, NOS"	"Maps to"	"128736003"	
"8816/0"	"Calcifying aponeurotic fibroma"	"Maps to"	"703612005"	
"8632/3"	"Gynandroblastoma, malignant "	"Is a"	"26735007"	
"8720/0"	"Pigmented nevus, NOS"	"Maps to"	"21119008"	"1"
"8643/1"	"Intratubular large cell hyalinizing Sertoli cell neoplasia"	"Maps to"	"733914009"	
"9014/3"	"Serous adenocarcinofibroma"	"Maps to"	"128886003"	
"9282/0"	"Complex odontoma"	"Maps to"	"29020002"	
"9270/0"	"Odontogenic tumor, benign"	"Maps to"	"74839008"	
"9270/3"	"Odontogenic tumor, malignant"	"Maps to"	"26888009"	
"8817/0"	"Calcifying fibrous tumor"	"Maps to"	"703613000"	
"8621/1"	"Granulosa cell-theca cell tumor"	"Maps to"	"31296004"	
"8373/0"	"Adrenal cortical adenoma, clear cell"	"Maps to"	"18977007"	
"8681/3"	"Sympathetic paraganglioma"	"Maps to"	"31794002"	
"9271/0"	"Ameloblastic fibrodentinoma"	"Maps to"	"6437002"	
"8682/3"	"Parasympathetic paraganglioma"	"Maps to"	"52205002"	
"9689/3"	"Splenic marginal zone B-cell lymphoma"	"Maps to"	"128802003"	
"8683/3"	"Gangliocytic paraganglioma, malignant (C17.0)"	"Is a"	"115222007"	
"8243/3"	"Goblet cell carcinoid"	"Maps to"	"31396002"	
"8690/3"	"Glomus jugulare tumor, malignant "	"Is a"	"32037004"	
"8090/1"	"Basal cell tumor"	"Maps to"	"30649006"	
"8691/3"	"Aortic body tumor, malignant "	"Is a"	"53320004"	
"8250/3"	"Bronchiolo-alveolar adenocarcinoma, NOS"	"Maps to"	"112677002"	
"8692/3"	"Carotid body tumor, malignant "	"Maps to"	"16822006"	
"8032/3"	"Spindle cell carcinoma, NOS"	"Maps to"	"65692009"	
"8693/3"	"Extra-adrenal paraganglioma, malignant"	"Maps to"	"32512003"	
"8825/3"	"Myofibroblastoma, malignant"	"Maps to"	"703615007"	
"8700/3"	"Pheochromocytoma, malignant"	"Maps to"	"29370006"	
"8123/3"	"Basaloid carcinoma"	"Maps to"	"5843004"	
"8124/3"	"Cloacogenic carcinoma"	"Maps to"	"84570003"	
"9230/0"	"Chondroblastoma, NOS"	"Maps to"	"9001003"	
"8826/0"	"Angiomyofibroblastoma"	"Maps to"	"128739005"	
"9051/3"	"Fibrous mesothelioma, malignant"	"Maps to"	"54443001"	
"8712/3"	"Glomangioma, malignant (C49._)"	"Is a"	"115222007"	
"8964/3"	"Clear cell sarcoma of kidney"	"Maps to"	"24007003"	
"8290/0"	"Oxyphilic adenoma"	"Maps to"	"89439007"	
"8264/0"	"Papillomatosis, glandular"	"Maps to"	"128663007"	
"9695/3"	"Follicular lymphoma, grade 1"	"Maps to"	"46744002"	
"9698/3"	"Follicular lymphoma, grade 3"	"Maps to"	"40411000"	
"8721/2"	"Nodular melanoma, in situ (C44._)"	"Is a"	"2142002"	
"8721/2"	"Nodular melanoma, in situ (C44._)"	"Is a"	"127569003"	
"8931/3"	"Endometrial stromal sarcoma, low grade"	"Maps to"	"128726006"	
"8870/0"	"Myelolipoma"	"Maps to"	"20810002"	
"8722/2"	"Balloon cell melanoma, in situ (C44._)"	"Is a"	"39274007"	
"8722/2"	"Balloon cell melanoma, in situ (C44._)"	"Is a"	"127569003"	
"8022/3"	"Pleomorphic carcinoma"	"Maps to"	"16741004"	
"9091/1"	"Strumal carcinoid"	"Maps to"	"32071008"	
"8723/2"	"Melanoma in situ, regressing (C44._)"	"Is a"	"39896009"	
"8723/2"	"Melanoma in situ, regressing (C44._)"	"Is a"	"127569003"	
"8245/1"	"Tubular carcinoid"	"Maps to"	"128889005"	
"8102/0"	"Trichilemmoma"	"Maps to"	"46199002"	
"9187/3"	"Intraosseous well differentiated osteosarcoma"	"Maps to"	"128771003"	
"8726/3"	"Malignant melanoma in magnocellular nevus (C69.4)"	"Is a"	"2092003"	
"8521/3"	"Infiltrating ductular carcinoma"	"Maps to"	"58477004"	
"8727/3"	"Dysplastic nevus, malignant (C44._)"	"Is a"	"2092003"	
"8162/3"	"Klatskin tumor"	"Maps to"	"6492006"	
"8160/0"	"Bile duct adenoma"	"Maps to"	"39471001"	
"9962/3"	"Essential thrombocythemia"	"Maps to"	"128844009"	
"9390/3"	"Choroid plexus carcinoma"	"Maps to"	"88252006"	
"9530/0"	"Meningioma, NOS"	"Maps to"	"409659004"	
"8730/3"	"Amelanotic melanoma"	"Maps to"	"70594002"	
"8740/2"	"Melanoma in situ in junctional nevus (C44._)"	"Is a"	"915007"	
"8740/2"	"Melanoma in situ in junctional nevus (C44._)"	"Is a"	"127569003"	
"9971/1"	"Post transplant lymphoproliferative disorder, NOS"	"Maps to"	"450943001"	
"8010/9"	"Carcinomatosis"	"Maps to"	"7010000"	
"8034/3"	"Polygonal cell carcinoma"	"Maps to"	"70401000"	
"8742/0"	"Lentiginous melanocytic nevus"	"Maps to"	"733523000"	
"8035/3"	"Carcinoma with osteoclast-like giant cells"	"Maps to"	"128631001"	
"9726/3"	"Primary cutaneous gamma-delta T-cell lymphoma"	"Maps to"	"450908002"	
"8743/2"	"Superficial spreading melanoma in situ (C44._)"	"Is a"	"55320002"	
"8743/2"	"Superficial spreading melanoma in situ (C44._)"	"Is a"	"127569003"	
"8040/1"	"Tumorlet, NOS"	"Maps to"	"72938002"	
"8744/0"	"Acral nevus"	"Is a"	"400101001"	
"8744/2"	"Acral lentiginous melanoma, in situ (C44._)"	"Is a"	"16974005"	
"8744/2"	"Acral lentiginous melanoma, in situ (C44._)"	"Is a"	"127569003"	
"8804/3"	"Epithelioid sarcoma"	"Maps to"	"59238007"	
"8745/2"	"Desmoplastic melanoma, in situ (C44._)"	"Is a"	"51757004"	
"8745/2"	"Desmoplastic melanoma, in situ (C44._)"	"Is a"	"127569003"	
"8200/0"	"Eccrine dermal cylindroma"	"Maps to"	"64773009"	
"8746/2"	"Mucosal lentiginous melanoma in situ (C44._)"	"Is a"	"128732001"	
"8746/2"	"Mucosal lentiginous melanoma in situ (C44._)"	"Is a"	"127569003"	
"8213/0"	"Serrated adenoma"	"Maps to"	"128653004"	
"8862/0"	"Chondroid lipoma"	"Maps to"	"128746001"	
"8760/0"	"Compound nevus"	"Maps to"	"49409001"	
"8760/2"	"Melanoma in situ in compound nevus (C44._)"	"Is a"	"77986002"	
"8760/2"	"Melanoma in situ in compound nevus (C44._)"	"Is a"	"49409001"	
"8760/3"	"Malignant melanoma in compound nevus (C44._)"	"Is a"	"2092003"	
"8761/0"	"Small congenital nevus"	"Is a"	"400101001"	
"9687/3"	"Burkitt lymphoma, NOS"	"Maps to"	"77381001"	
"8761/2"	"Melanoma in situ in giant pigmented nevus "	"Is a"	"75931002"	
"8761/2"	"Melanoma in situ in giant pigmented nevus "	"Is a"	"127569003"	
"8830/3"	"Malignant fibrous histiocytoma"	"Maps to"	"34360000"	
"8560/3"	"Adenosquamous carcinoma"	"Maps to"	"59367005"	
"8281/0"	"Mixed acidophil-basophil adenoma"	"Maps to"	"48619006"	
"9691/3"	"Follicular lymphoma, grade 2"	"Maps to"	"55020008"	
"8770/2"	"Epithelioid and spindle cell melanoma in situ (C44._)"	"Is a"	"50813003"	
"8770/2"	"Epithelioid and spindle cell melanoma in situ (C44._)"	"Is a"	"127569003"	
"8130/1"	"Papillary transitional cell neoplasm of low malignant potential"	"Maps to"	"128625004"	
"8851/3"	"Liposarcoma, well differentiated"	"Maps to"	"28655007"	
"9522/3"	"Olfactory neuroblastoma"	"Maps to"	"76060004"	
"8771/2"	"Epithelioid cell melanoma in situ (C44._)"	"Is a"	"37138001"	
"8771/2"	"Epithelioid cell melanoma in situ (C44._)"	"Is a"	"127569003"	
"9523/3"	"Olfactory neuroepithelioma"	"Maps to"	"68614005"	
"8728/0"	"Diffuse melanocytosis"	"Maps to"	"128729004"	
"8772/2"	"Spindle cell melanoma in situ, NOS (C44._) "	"Is a"	"68827007"	
"8772/2"	"Spindle cell melanoma in situ, NOS (C44._) "	"Is a"	"127569003"	
"8692/1"	"Carotid body tumor"	"Maps to"	"30699005"	
"9310/0"	"Ameloblastoma, NOS"	"Maps to"	"20462008"	
"8150/1"	"Pancreatic endocrine tumor, NOS"	"Maps to"	"128878003"	
"9141/0"	"Angiokeratoma"	"Maps to"	"26810009"	
"8780/1"	"Pigmented epithelioid melanocytoma"	"Is a"	"26325004"	
"8381/0"	"Endometrioid adenofibroma, NOS"	"Maps to"	"20829008"	
"9964/3"	"Chronic eosinophilic leukemia, NOS"	"Maps to"	"128835008"	
"8790/3"	"Cellular blue nevus, malignant (C44._)"	"Is a"	"67159000"	
"8774/3"	"Spindle cell melanoma, type B"	"Maps to"	"40244008"	
"8103/0"	"Pilar tumor"	"Maps to"	"128638007"	
"9410/3"	"Protoplasmic astrocytoma"	"Maps to"	"55094006"	
"8519/2"	"Lobular carcinoma in situ, pleomorphic"	"Maps to"	"444591006"	
"8585/1"	"Thymoma, type B3, NOS"	"Maps to"	"128715000"	
"8407/0"	"Syringoma, NOS"	"Maps to"	"71244007"	
"8802/3"	"Giant cell sarcoma"	"Maps to"	"302840001"	
"8172/3"	"Hepatocellular carcinoma, scirrhous"	"Maps to"	"128646008"	
"8620/3"	"Granulosa cell tumor, malignant"	"Maps to"	"18861007"	
"9302/0"	"Odontogenic ghost cell tumor"	"Maps to"	"788590006"	
"9000/0"	"Brenner tumor, NOS"	"Maps to"	"768795009"	
"8031/3"	"Giant cell carcinoma"	"Maps to"	"42596004"	
"8150/3"	"Pancreatic endocrine tumor, malignant"	"Maps to"	"60346004"	
"8681/1"	"Sympathetic paraganglioma"	"Maps to"	"31794002"	
"8682/1"	"Parasympathetic paraganglioma"	"Maps to"	"52205002"	
"8691/1"	"Aortic body tumor"	"Maps to"	"53320004"	
"8805/3"	"Undifferentiated sarcoma"	"Maps to"	"128734000"	
"8936/0"	"Gastrointestinal stromal tumor, benign"	"Maps to"	"128754004"	
"8255/3"	"Adenocarcinoma with mixed subtypes"	"Maps to"	"128662002"	
"8806/3"	"Desmoplastic small round cell tumor"	"Maps to"	"128735004"	
"8810/1"	"Cellular fibroma"	"Maps to"	"128882001"	
"8214/3"	"Parietal cell carcinoma"	"Maps to"	"128654005"	
"9491/0"	"Ganglioneuromatosis"	"Maps to"	"12060004"	
"8815/0"	"Solitary fibrous tumor"	"Maps to"	"128736003"	
"9192/3"	"Parosteal osteosarcoma"	"Maps to"	"128918008"	
"8815/3"	"Solitary fibrous tumor, malignant"	"Maps to"	"128737007"	
"8580/0"	"Thymoma, benign"	"Maps to"	"21181001"	
"8512/3"	"Medullary carcinoma with lymphoid stroma"	"Maps to"	"85654004"	
"9054/0"	"Adenomatoid tumor, NOS"	"Maps to"	"2348006"	
"8221/0"	"Multiple adenomatous polyps"	"Maps to"	"6379007"	
"8821/3"	"Aggressive fibromatosis, malignant "	"Is a"	"47284001"	
"8822/1"	"Abdominal fibromatosis"	"Maps to"	"399991002"	
"8822/3"	"Abdominal fibrosis, malignant "	"Is a"	"47284001"	
"8823/0"	"Desmoplastic fibroma"	"Maps to"	"6842002"	
"8221/3"	"Adenocarcinoma in multiple adenomatous polyps"	"Maps to"	"47299001"	
"8823/3"	"Desmoplastic fibrosarcoma (C49._)"	"Is a"	"53654007"	
"8151/3"	"Insulinoma, malignant"	"Maps to"	"20955008"	
"9718/3"	"Primary cutaneous CD30+ T-cell lymphoproliferative disorder"	"Maps to"	"128804002"	
"8824/3"	"Myofibroma, malignant "	"Is a"	"400163001"	
"9062/3"	"Seminoma, anaplastic"	"Maps to"	"72907003"	
"9063/3"	"Spermatocytic seminoma"	"Maps to"	"9294008"	
"8231/3"	"Carcinoma simplex"	"Maps to"	"45881000"	
"9432/1"	"Pituicytoma"	"Maps to"	"450901008"	
"8826/3"	"Angiomyofibroblastoma, malignant (C49._)"	"Is a"	"128739005"	
"9194/3"	"High grade surface osteosarcoma"	"Maps to"	"128773000"	
"9513/3"	"Retinoblastoma, diffuse"	"Maps to"	"128793008"	
"9520/3"	"Olfactory neurogenic tumor"	"Maps to"	"53968002"	
"9200/0"	"Osteoblastoma, NOS"	"Maps to"	"55333008"	
"9071/3"	"Yolk sac tumor"	"Maps to"	"74409009"	
"8831/0"	"Histiocytoma, NOS"	"Maps to"	"302843004"	
"8831/3"	"Histiocytoma, NOS, malignant (C49._)"	"Is a"	"400163001"	
"8130/2"	"Papillary transitional cell carcinoma, non-invasive"	"Maps to"	"128877008"	
"9136/1"	"Spindle cell hemangioendothelioma"	"Maps to"	"128769003"	
"8583/1"	"Thymoma, type B1, NOS"	"Maps to"	"128711009"	
"8583/3"	"Thymoma, type B1, malignant"	"Maps to"	"128712002"	
"8584/1"	"Thymoma, type B2, NOS"	"Maps to"	"128713007"	
"9758/3"	"Follicular dendritic cell sarcoma"	"Maps to"	"128816008"	
"9699/3"	"Marginal zone B-cell lymphoma, NOS"	"Maps to"	"128803008"	
"8835/3"	"Malignant plexiform fibrohistiocytic tumor"	"Is a"	"128743009"	
"9700/3"	"Mycosis fungoides"	"Maps to"	"90120004"	
"8836/3"	"Malignant angiomatoid fibrous histiocytoma"	"Is a"	"128744003"	
"8312/3"	"Renal cell carcinoma, NOS"	"Maps to"	"41607009"	
"8330/3"	"Follicular adenocarcinoma, NOS"	"Maps to"	"5257006"	
"8745/3"	"Desmoplastic melanoma, malignant"	"Maps to"	"51757004"	
"8761/3"	"Malignant melanoma in giant pigmented nevus"	"Maps to"	"75931002"	
"8841/3"	"Angiomyxoma, malignant "	"Is a"	"703631004"	
"9834/3"	"Prolymphocytic leukemia, T-cell type"	"Maps to"	"128821006"	
"8974/1"	"Sialoblastoma"	"Maps to"	"128764008"	
"8590/0"	"Sex cord-stromal tumor, benign"	"Maps to"	"703597005"	
"8860/0"	"Angiomyolipoma"	"Maps to"	"19929002"	
"8860/1"	"Angiomyolipoma, epithelioid"	"Maps to"	"733836008"	
"8543/3"	"Paget disease and intraductal carcinoma of breast"	"Maps to"	"54666007"	
"9014/1"	"Serous adenofibroma of borderline malignancy"	"Maps to"	"128885004"	
"9532/0"	"Fibrous meningioma"	"Maps to"	"511008"	
"9766/1"	"Angiocentric immunoproliferative lesion"	"Maps to"	"41556003"	
"8811/1"	"Myxoinflammatory fibroblastic sarcoma"	"Maps to"	"703608004"	
"8744/3"	"Acral lentiginous melanoma, malignant"	"Maps to"	"16974005"	
"9501/3"	"Medulloepithelioma, NOS"	"Maps to"	"39005004"	
"8010/6"	"Carcinoma, metastatic, NOS"	"Maps to"	"79282002"	
"8330/0"	"Follicular adenoma"	"Maps to"	"55021007"	
"8240/1"	"Carcinoid tumor of uncertain malignant potential"	"Maps to"	"22228003"	
"9423/3"	"Polar spongioblastoma"	"Maps to"	"12943006"	
"9931/3"	"Acute panmyelosis with myelofibrosis"	"Maps to"	"80570006"	
"9966/3"	"Myeloid neoplasms with PDGFRB rearrangement"	"Maps to"	"450941004"	
"8893/3"	"Bizarre leiomyoma, malignant (C49._)"	"Is a"	"399950004"	
"8320/3"	"Granular cell carcinoma"	"Maps to"	"69028005"	
"8144/3"	"Adenocarcinoma, intestinal type"	"Maps to"	"25190001"	
"8145/3"	"Carcinoma, diffuse type"	"Maps to"	"24505004"	
"8341/3"	"Papillary microcarcinoma"	"Maps to"	"128674003"	
"9052/3"	"Epithelioid mesothelioma, malignant"	"Maps to"	"65278006"	
"8858/3"	"Dedifferentiated liposarcoma"	"Maps to"	"67280001"	
"8854/3"	"Pleomorphic liposarcoma"	"Maps to"	"112683004"	
"8897/3"	"Malignant tumor of smooth muscle "	"Is a"	"75109009"	
"8154/3"	"Mixed pancreatic endocrine and exocrine tumor, malignant"	"Maps to"	"999000"	
"8004/3"	"Malignant tumor, spindle cell type"	"Maps to"	"88897007"	
"9401/3"	"Astrocytoma, anaplastic"	"Maps to"	"55353007"	
"9392/3"	"Ependymoma, anaplastic"	"Maps to"	"21589007"	
"8540/3"	"Paget disease, mammary"	"Maps to"	"2985005"	
"8821/1"	"Aggressive fibromatosis"	"Maps to"	"47284001"	
"8711/0"	"Glomus tumor, NOS"	"Maps to"	"10438002"	
"8263/2"	"Adenocarcinoma in situ in tubulovillous adenoma"	"Maps to"	"51617009"	
"9718/1"	"Lymphomatoid papulosis"	"Maps to"	"397353001"	
"8053/0"	"Squamous cell papilloma, inverted"	"Maps to"	"90121000"	
"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"	"Maps to"	"128805001"	
"8726/0"	"Magnocellular nevus"	"Maps to"	"26325004"	
"8520/2"	"Lobular carcinoma in situ, NOS"	"Maps to"	"77284006"	
"9531/0"	"Meningothelial meningioma"	"Maps to"	"68944005"	
"8337/3"	"Insular carcinoma"	"Maps to"	"128673009"	
"8372/0"	"Adrenal cortical adenoma, pigmented"	"Maps to"	"37302003"	
"9831/3"	"T-cell large granular lymphocytic leukemia"	"Maps to"	"128819001"	
"9130/0"	"Hemangioendothelioma, benign"	"Maps to"	"31104000"	
"9013/0"	"Adenofibroma, NOS"	"Maps to"	"2962009"	
"8935/1"	"Stromal tumor, NOS"	"Maps to"	"128752000"	
"8509/2"	"Solid papillary carcinoma in situ"	"Maps to"	"703546002"	
"9738/3"	"Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease"	"Maps to"	"450911001"	
"9100/3"	"Choriocarcinoma, NOS"	"Maps to"	"44769000"	
"8936/2"	"Gastrointestinal stromal tumor, NOS, in situ "	"Is a"	"418893000"	
"8936/2"	"Gastrointestinal stromal tumor, NOS, in situ "	"Is a"	"127569003"	
"8041/3"	"Small cell carcinoma, NOS"	"Maps to"	"74364000"	
"9411/3"	"Gemistocytic astrocytoma"	"Maps to"	"73982001"	
"8940/3"	"Mixed tumor, malignant, NOS"	"Maps to"	"8145008"	
"8941/2"	"Carcinoma in situ in pleomorphic adenoma (C07._, C08._)"	"Is a"	"17264009"	
"8941/2"	"Carcinoma in situ in pleomorphic adenoma (C07._, C08._)"	"Is a"	"127569003"	
"8380/2"	"Endometrioid adenocarcinoma in situ "	"Maps to"	"703548001"	
"8950/1"	"Mullerian mixed tumor,uncertain behaviour"	"Maps to"	"84427001"	
"8245/3"	"Adenocarcinoid tumor"	"Maps to"	"86293007"	
"8951/3"	"Mesodermal mixed tumor"	"Maps to"	"84427001"	
"8247/3"	"Merkel cell carcinoma"	"Maps to"	"5052009"	
"8249/3"	"Atypical carcinoid tumor"	"Maps to"	"127573000"	
"8250/1"	"Pulmonary adenomatosis"	"Maps to"	"32434004"	
"9312/0"	"Squamous odontogenic tumor"	"Maps to"	"9155002"	
"8290/3"	"Oxyphilic adenocarcinoma"	"Maps to"	"57596004"	
"9875/3"	"Chronic myelogenous leukemia, BCR/ABL positive"	"Maps to"	"128825002"	
"8803/3"	"Small cell sarcoma"	"Maps to"	"73506006"	
"9042/3"	"Synovial sarcoma, epithelioid cell"	"Maps to"	"56422000"	
"8142/3"	"Linitis plastica"	"Maps to"	"37995004"	
"8833/3"	"Pigmented dermatofibrosarcoma protuberans"	"Maps to"	"62621002"	
"8270/3"	"Chromophobe carcinoma"	"Maps to"	"1443001"	
"8575/3"	"Metaplastic carcinoma, NOS"	"Maps to"	"128705006"	
"8331/3"	"Follicular adenocarcinoma, well differentiated"	"Maps to"	"28173006"	
"8140/1"	"Atypical adenoma"	"Maps to"	"399890002"	
"8725/0"	"Neuronevus"	"Maps to"	"17930004"	
"9053/3"	"Mesothelioma, biphasic, malignant"	"Maps to"	"30383009"	
"9320/0"	"Odontogenic myxoma"	"Maps to"	"34941004"	
"8990/1"	"Mesenchymoma, NOS"	"Maps to"	"44524009"	
"8992/0"	"Pulmonary hamartoma"	"Is a"	"51398009"	
"9013/3"	"Adenofibroma, malignant (C56.9)"	"Is a"	"115230008"	
"9014/2"	"Serous adenocarcinofibroma, in situ "	"Is a"	"128886003"	
"9014/2"	"Serous adenocarcinofibroma, in situ "	"Is a"	"127569003"	
"9759/3"	"Fibroblastic reticular cell tumor"	"Maps to"	"450912008"	
"9260/0"	"Aneurysmal bone cyst"	"Maps to"	"76000001"	
"8163/0"	"Pancreatobiliary neoplasm, non-invasive"	"Maps to"	"450892008"	
"9394/1"	"Myxopapillary ependymoma"	"Maps to"	"1623000"	
"8501/2"	"Comedocarcinoma, noninfiltrating"	"Maps to"	"78197004"	
"9212/0"	"Bizarre parosteal osteochondromatous proliferation"	"Maps to"	"703696007"	
"9213/0"	"Subungual exostosis"	"Maps to"	"703697003"	
"8051/0"	"Verrucous papilloma"	"Maps to"	"48218007"	
"8230/3"	"Solid carcinoma, NOS"	"Maps to"	"81920005"	
"8380/1"	"Endometrioid adenoma, borderline malignancy"	"Maps to"	"75987005"	
"9280/0"	"Odontoma, NOS"	"Maps to"	"79074005"	
"8762/1"	"Proliferative dermal lesion in congenital nevus"	"Maps to"	"128733006"	
"8630/3"	"Androblastoma, malignant"	"Maps to"	"12323008"	
"8096/0"	"Intraepidermal epithelioma of Jadassohn"	"Maps to"	"39332000"	
"9321/0"	"Central odontogenic fibroma"	"Maps to"	"88686005"	
"9045/3"	"Biphenotypic sinonasal sarcoma"	"Is a"	"9801004"	
"8790/0"	"Cellular blue nevus"	"Maps to"	"88006009"	
"8140/2"	"Adenocarcinoma in situ, NOS"	"Maps to"	"51642000"	
"9185/3"	"Small cell osteosarcoma"	"Maps to"	"12302002"	
"8143/3"	"Superficial spreading adenocarcinoma"	"Maps to"	"81446001"	
"8474/1"	"Seromucinous borderline tumor"	"Maps to"	"703565005"	
"9052/1"	"Well differentiated papillary mesothelioma of pleura"	"Is a"	"734100004"	
"9210/1"	"Osteochondromatosis, NOS"	"Maps to"	"66467005"	
"9211/0"	"Osteochondromyxoma"	"Maps to"	"703695006"	
"9220/0"	"Chondroma, NOS"	"Maps to"	"31186001"	
"9054/3"	"Adenomatoid tumor, malignant"	"Is a"	"115232000"	
"9220/1"	"Chondromatosis, NOS"	"Maps to"	"83944004"	
"9252/0"	"Tenosynovial giant cell tumor"	"Maps to"	"128777004"	
"9055/3"	"Multicystic mesothelioma, malignant "	"Is a"	"86562005"	
"9060/2"	"Dysgerminoma, in situ (C56.9 [F], C62._[M])"	"Is a"	"60718004"	
"9060/2"	"Dysgerminoma, in situ (C56.9 [F], C62._[M])"	"Is a"	"127569003"	
"9330/0"	"Ameloblastic fibroma"	"Maps to"	"11063000"	
"9061/2"	"Seminoma, in situ (C62._)"	"Is a"	"36741007"	
"9061/2"	"Seminoma, in situ (C62._)"	"Is a"	"127569003"	
"9330/3"	"Ameloblastic fibrosarcoma"	"Maps to"	"27092008"	
"9983/3"	"Refractory anemia with excess blasts"	"Maps to"	"128847002"	
"9063/2"	"Spermatocytic seminoma, in situ (C62._)"	"Is a"	"9294008"	
"9063/2"	"Spermatocytic seminoma, in situ (C62._)"	"Is a"	"127569003"	
"8246/3"	"Neuroendocrine carcinoma, NOS"	"Maps to"	"127575007"	
"9876/3"	"Atypical chronic myeloid leukemia, BCR/ABL negative"	"Maps to"	"128826001"	
"9064/3"	"Germinoma"	"Maps to"	"28307001"	
"9055/1"	"Cystic mesothelioma, NOS"	"Maps to"	"86562005"	
"9070/2"	"Embryonal carcinoma, NOS, in situ"	"Is a"	"28047004"	
"9070/2"	"Embryonal carcinoma, NOS, in situ"	"Is a"	"127569003"	
"8072/3"	"Squamous cell carcinoma, large cell, nonkeratinizing, NOS"	"Maps to"	"45490001"	
"9734/3"	"Plasmacytoma, extramedullary"	"Maps to"	"128921005"	
"8741/3"	"Malignant melanoma in precancerous melanosis"	"Maps to"	"18450009"	
"8562/3"	"Epithelial-myoepithelial carcinoma"	"Maps to"	"9618003"	
"9073/3"	"Gonadoblastoma, malignant "	"Is a"	"74751003"	
"9012/0"	"Pericanalicular fibroadenoma"	"Maps to"	"41382006"	
"9014/0"	"Serous adenofibroma, NOS"	"Maps to"	"2026006"	
"9080/2"	"Teratoma, in situ"	"Is a"	"55818009"	
"9080/2"	"Teratoma, in situ"	"Is a"	"127569003"	
"8173/3"	"Hepatocellular carcinoma, spindle cell variant"	"Maps to"	"128648009"	
"9081/2"	"Teratocarcinoma, in situ (C22.0)"	"Is a"	"67830002"	
"9081/2"	"Teratocarcinoma, in situ (C22.0)"	"Is a"	"127569003"	
"8174/3"	"Hepatocellular carcinoma, clear cell type"	"Maps to"	"128649001"	
"9474/3"	"Large cell medulloblastoma"	"Maps to"	"128790006"	
"9174/1"	"Lymphangiomyomatosis"	"Maps to"	"73017001"	
"9084/2"	"Dermoid cyst, in situ, NOS"	"Is a"	"123151001"	
"9084/2"	"Dermoid cyst, in situ, NOS"	"Is a"	"127569003"	
"9084/3"	"Teratoma with malignant transformation"	"Maps to"	"88334008"	
"9085/2"	"Mixed germ cell tumor, in situ"	"Is a"	"32844007"	
"9085/2"	"Mixed germ cell tumor, in situ"	"Is a"	"127569003"	
"9085/3"	"Mixed germ cell tumor"	"Maps to"	"32844007"	
"9086/3"	"Germ cell tumor with associated hematological malignancy"	"Is a"	"28307001"	
"9091/3"	"Strumal carcinoid, malignant "	"Is a"	"32071008"	
"9100/2"	"Choriocarcinoma in situ, NOS "	"Is a"	"44769000"	
"9100/2"	"Choriocarcinoma in situ, NOS "	"Is a"	"127569003"	
"9101/2"	"Choriocarcinoma combined with other germ cell elements, in situ "	"Is a"	"8734000"	
"9101/2"	"Choriocarcinoma combined with other germ cell elements, in situ "	"Is a"	"127569003"	
"9103/3"	"Partial hydatidiform mole, malignant (C58.9)"	"Is a"	"51793002"	
"9104/3"	"Malignant placental site trophoblastic tumor "	"Is a"	"75320001"	
"9120/0"	"Hemangioma, NOS"	"Maps to"	"2099007"	
"9121/1"	"Cavernous hemangioma, borderline "	"Is a"	"33377007"	
"9122/0"	"Venous hemangioma"	"Maps to"	"56468002"	
"9125/0"	"Epithelioid hemangioma"	"Maps to"	"33929001"	
"9125/3"	"Epithelioid hemangioma, malignant (C49._)"	"Is a"	"33929001"	
"9126/0"	"Atypical vascular lesion"	"Is a"	"115235003"	
"9180/3"	"Osteosarcoma, NOS"	"Maps to"	"21708004"	"1"
"8714/0"	"Perivascular epithelioid tumor, benign"	"Maps to"	"703604002"	
"8854/0"	"Pleomorphic lipoma"	"Maps to"	"21396005"	
"9131/0"	"Capillary hemangioma"	"Maps to"	"83343001"	
"8770/0"	"Epithelioid and spindle cell nevus"	"Maps to"	"88082008"	
"9133/1"	"Epithelioid hemangioendothelioma, NOS"	"Maps to"	"54124005"	
