"concept_code_1","vocabulary_id_1","concept_name_1","concept_class_id_1","relationship_id","concept_code_2","vocabulary_id_2","concept_name_2","concept_class_id_2","valid_start_date","valid_end_date","mapping_note"
"larynx_supraglottic@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"larynx_supraglottic@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"larynx_supraglottic@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"larynx_supraglottic@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lip@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"lip@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"lip@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"lip@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"liver@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"liver@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"liver@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"liver@3844@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"liver@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lung@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"lung@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"lung@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"lung@3844@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"lung@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lymphoma@3844@8","NAACCR","Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lymphoma_cll_sll@3844@8","NAACCR","Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lymphoma_ocular_adnexa@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not a follicular histology (9690/3, 9691/3, 9695/3, 9698/3)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"lymphoma_ocular_adnexa@3844@L","NAACCR","Low grade: Grade 1-2","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"major_salivary_glands@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"major_salivary_glands@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"major_salivary_glands@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"major_salivary_glands@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"major_salivary_glands@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"maxillary_sinus@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"maxillary_sinus@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"maxillary_sinus@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"maxillary_sinus@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_choroid_ciliary_body@3844@1","NAACCR","G1: Spindle cell melanoma (>90% spindle cells)","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_choroid_ciliary_body@3844@2","NAACCR","G2: Mixed cell melanoma (>10% epithelioid cells and <90% spindle cells)","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_choroid_ciliary_body@3844@3","NAACCR","G3: Epithelioid cell melanoma (>90% epithelioid cells)","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_choroid_ciliary_body@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_choroid_ciliary_body@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_choroid_ciliary_body@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_choroid_ciliary_body@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_choroid_ciliary_body@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_conjunctiva@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_conjunctiva@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_conjunctiva@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_conjunctiva@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_conjunctiva@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_head_neck@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_head_neck@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_head_neck@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_head_neck@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_head_neck@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_iris@3844@1","NAACCR","G1: Spindle cell melanoma (>90% spindle cells)","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_iris@3844@2","NAACCR","G2: Mixed cell melanoma (>10% epithelioid cells and <90% spindle cells)","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_iris@3844@3","NAACCR","G3: Epithelioid cell melanoma (>90% epithelioid cells)","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"melanoma_iris@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_iris@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_iris@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_iris@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_iris@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_skin@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"melanoma_skin@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_skin@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_skin@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"melanoma_skin@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"merkel_cell_skin@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"merkel_cell_skin@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"merkel_cell_skin@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"merkel_cell_skin@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"merkel_cell_skin@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"middle_ear@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"middle_ear@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"middle_ear@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"middle_ear@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"middle_ear@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"mouth_other@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"mouth_other@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"mouth_other@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"mouth_other@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"mycosis_fungoides@3844@8","NAACCR","Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"nasal_cavity_ethmoid_sinus@3844@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"nasal_cavity_ethmoid_sinus@3844@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"nasal_cavity_ethmoid_sinus@3844@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"nasal_cavity_ethmoid_sinus@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"nasopharynx@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"nasopharynx@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"nasopharynx@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"nasopharynx@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"nasopharynx@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_adrenal_gland@3844@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_adrenal_gland@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_adrenal_gland@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_adrenal_gland@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_adrenal_gland@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_ampulla@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_ampulla@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_ampulla@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_ampulla@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_ampulla@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_ampulla@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_ampulla@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_ampulla@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_appendix@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_appendix@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_appendix@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_appendix@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_appendix@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_appendix@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_appendix@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_appendix@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_colon_rectum@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_colon_rectum@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_colon_rectum@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_colon_rectum@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_colon_rectum@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_colon_rectum@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_colon_rectum@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_colon_rectum@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_duodenum@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_duodenum@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_duodenum@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_duodenum@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_duodenum@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_duodenum@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_duodenum@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_duodenum@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_jejunum_ileum@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_jejunum_ileum@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_jejunum_ileum@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_jejunum_ileum@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_jejunum_ileum@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_jejunum_ileum@3844@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_jejunum_ileum@3844@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"net_jejunum_ileum@3844@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"net_pancreas@3844@1","NAACCR","G1: Mitotic count (per 10 HPF) less than 2 AND | Ki-67 index (%) less than 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_pancreas@3844@2","NAACCR","G2: Mitotic count (per 10 HPF) equal 2-20 OR| Ki-67 index (%) equal 3-20","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_pancreas@3844@3","NAACCR","G3: Mitotic count (per 10 HPF) greater than 20 OR | Ki-67 index (%) greater than 20","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"net_pancreas@3844@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"net_pancreas@3844@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
