Item #,Item Name,Section,Codes,Code Descriptions,Note
,,,999999999,"Resident of the United States (including its possessions, etc.) and postal code unknown",
1832,Addr Current--Country,Demographic,Custom codes for historic use only,,
,,,ZZN,North America NOS,
,,,ZZC,Central America NOS,
,,,ZZS,South America NOS,
,,,ZZP,Pacific NOS,
,,,ZZE,Europe NOS,
,,,ZZF,Africa NOS,
,,,ZZA,Asia NOS,
,,,ZZX,Non-US NOS,
,,,ZZU,Unknown,
,,,Custom codes for historic use only,,
,,,XNI,North American Islands,
,,,SCB,Other Caribbean Islands,
,,,XEN,"England, Channel Island, Isle of Man",
,,,XSC,Scandinavia,
,,,XGR,Germanic Countries,
,,,XSL,Slavic Countries,
,,,CSK,Czechoslovakia (former),
,,,YUG,Yugoslavia (former),
,,,XUM,Ukraine and Moldova,
,,,XNF,North Africa,
,,,XSD,Sudanese Countries,
,,,XWF,West Africa,
,,,XSF,South Africa,
,,,XEF,East Africa,
,,,XIF,African Islands,
,,,XET,Ethiopia and Eritrea,
,,,XAP,Arabian Peninsula,
,,,XIS,Israel and Palestine,
,,,XCR,Caucasian Republics of former USSR,
,,,XOR,Other Asian Republics of former USSR,
,,,XSE,Southeast Asia,
,,,XMS,"Malaysia, Singapore, Brunei",
,,,XCH,"China, NOS",
,,,XML,Melanesian Islands,
,,,XMC,Micronesian Islands,
,,,XPL,Polynesian Islands,
,,,,,
1835,Reserved 10,Patient-Confidential,,,
1840,County--Current,Follow-up/Recurrence/Death,998,"Known town, city, state, or country of residence but county code not known AND a resident outside of the state of reporting institution (must meet all criteria)",
,,,999,County unknown,
1842,Follow-Up Contact--City,Follow-up/Recurrence/Death,,,
1844,Follow-Up Contact--State,Follow-up/Recurrence/Death,CD,"Resident of Canada, NOS (province/territory unknown)",
,,,US,"Resident of United States, NOS (state/commonwealth/territory/possession unknown)",
,,,XX,"Resident of country other than the United States (including its territories, commonwealths, or possessions) or Canada, and country is known",
,,,YY,"Resident of country other than the United States (including its territories, commonwealths, or possessions) or Canada, and country is unknown",
,,,ZZ,Residence unknown,
1846,Follow-Up Contact--Postal,Follow-up/Recurrence/Death,888888888,"Resident of country other than the United States (including its possessions, etc.) or Canada, and postal code unknown",
,,,999999999,"Resident of the United States (including its possessions, etc.) or Canada, and postal code unknown",
1847,FollowUp Contact--Country,Demographic,Custom codes for historic use only,,
,,,ZZN,North America NOS,
,,,ZZC,Central America NOS,
,,,ZZS,South America NOS,
,,,ZZP,Pacific NOS,
,,,ZZE,Europe NOS,
,,,ZZF,Africa NOS,
,,,ZZA,Asia NOS,
,,,ZZX,Non-US NOS,
,,,ZZU,Unknown,
,,,Custom codes for historic use only,,
,,,XNI,North American Islands,
,,,XCB,Other Caribbean Islands,
,,,XEN,"England, Channel Islands, Isle of Man",
,,,XSC,Scandinavia,
,,,XGR,Germanic Countries,
,,,XSL,Slavic Countries,
,,,CSK,Czechoslovakia (former),
,,,YUG,Yugoslavia (former),
,,,XUM,Ukraine and Moldova,
,,,XNF,North Africa,
,,,XSD,Sudanese Countries,
,,,XWF,West Africa,
,,,XSF,South Africa,
,,,XEF,East Africa,
,,,XIF,African Islands,
,,,XET,Ethiopia and Eritrea,
,,,XAP,Arabian Peninsula,
,,,XIS,Israel and Palestine,
,,,XCR,Caucasian Republics of former USSR,
,,,XOR,Other Asian Republics of former USSR,
,,,XSE,Southeast Asia,
,,,XMS,"Malaysia, Singapore, Brunei",
,,,XCH,"China, NOS",
,,,XML,Melanesian Islands,
,,,XMC,Micronesian Islands,
,,,XPL,Polynesian Islands,
,,,,,
1850,Unusual Follow-Up Method,Follow-up/Recurrence/Death,User-defined,,
1860,Recurrence Date--1st,Follow-up/Recurrence/Death,,,
1861,Recurrence Date--1st Flag,Follow-up/Recurrence/Death,10,"No information whatsoever can be inferred from this exceptional value (e.g, unknown if the patient had a first recurrence)",
,,,11,"No proper value is applicable in this context (e.g., patient became disease-free after treatment; never had a recurrence; or patient was never disease-free; autopsy only case)",
,,,12,"A proper value is appicable but not known (i.e., there was a recurrence, but the date is unknown)",
,,,Blank,"A valid date value is provided in item Recurrence Date--1st [1860], or the date was not expected to have been transmitted",
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1870,Recurrence Distant Sites,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1871,Recurrence Distant Site 1,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1872,Recurrence Distant Site 2,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1873,Recurrence Distant Site 3,,,,Retired
1880,Recurrence Type--1st,Follow-up/Recurrence/Death,0,Patient became disease-free after treatment and has not had a recurrence; leukemia in remission.,
,,,4,In situ recurrence of an invasive tumor.,
,,,6,In situ recurrence of an in situ tumor.,
,,,10,Local recurrence and there is insufficient information available to code to 13-17. Recurrence is confined to the remnant of the organ of origin; to the organ of origin; to the anastomosis; or to scar tissue where the organ previously existed.,
,,,13,Local recurrence of an invasive tumor.,
,,,14,Trocar recurrence of an invasive tumor. Includes recurrence in the trocar path or entrance site following prior surgery.,
,,,15,Both local and trocar recurrence of an invasive tumor (both 13 and 14),
,,,16,Local recurrence of an in situ tumor.,
,,,17,Both local and trocar recurrence of an in situ tumor.,
,,,20,"Regional recurrence, and there is insufficient information available to code to 21-27.",
,,,21,Recurrence of an invasive tumor in adjacent tissue or organ(s) only.,
,,,22,Recurrence of an invasive tumor in regional lymph nodes only.,
,,,25,Recurrence of an invasive tumor in adjacent tissue or organ(s) and in regional lymph nodes (both 21 and 22) at the same time.,
,,,26,"Regional recurrence of an in situ tumor, NOS.",
,,,27,Recurrence of an in situ tumor in adjacent tissue or organ(s) and in regional lymph nodes at the same time.,
,,,30,"Both regional recurrence of an invasive tumor in adjacent tissue or organ(s) and/or regional lymph nodes (20-25) and local and/or trocar recurrence (10, 13, 14, or 15).",
,,,36,Both regional recurrence of an in situ tumor in adjacent tissue or organ(s) and/or regional lymph nodes (26 or 27) and local and/or trocar recurrence (16 or 17).,
,,,40,Distant recurrence and there is insufficient information available to code to 46-62.,
,,,46,Distant recurrence of an in situ tumor.,
,,,51,Distant recurrence of an invasive tumor in the peritoneum only. Peritoneum includes peritoneal surfaces of all structures within the abdominal cavity and/or positive ascitic fluid.,
,,,52,Distant recurrence of an invasive tumor in the lung only. Lung includes the visceral pleura.,
,,,53,Distant recurrence of an invasive tumor in the pleura only. Pleura includes the pleural surface of all structures within the thoracic cavity and/or positive pleural fluid.,
,,,54,Distant recurrence of an invasive tumor in the liver only.,
,,,55,Distant recurrence of an invasive tumor in bone only. This includes bones other than the primary site.,
,,,56,"Distant recurrence of an invasive tumor in the CNS only. This includes the brain and spinal cord, but not the external eye.",
,,,57,Distant recurrence of an invasive tumor in the skin only. This includes skin other than the primary site.,
,,,58,Distant recurrence of an invasive tumor in lymph node only. Refer to the staging scheme for a description of lymph nodes that are distant for a particular site.,
,,,59,"Distant systemic recurrence of an invasive tumor only. This includes leukemia, bone marrow metastasis, carcinomatosis, and generalized disease.",
,,,60,"Distant recurrence of an invasive tumor in a single distant site (51-58) and local, trocar, and/or regional recurrence (10-15, 20-25, or 30).",
,,,62,Distant recurrence of an invasive tumor in multiple sites (recurrences that can be coded to more than one category 51-59).,
,,,70,"Since diagnosis, patient has never been disease-free. This includes cases with distant metastasis at diagnosis, systemic disease, unknown primary, or minimal disease that is not treated.",
,,,88,"Disease has recurred, but the type of recurrence is unknown.",
,,,99,It is unknown whether the disease has recurred or if the patient was ever disease-free.,
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1890,Recurrence Type--1st--Oth,,,,Retired
1900,Reserved 11,Hospital-Confidential,,,
1910,Cause of Death,Follow-up/Recurrence/Death,0,Patient alive at last contact,
,,,7777,State death certificate not available,
,,,7797,State death certificate available but underlying cause of death is not coded,
1914,SEER Cause Specific COD,Follow-up/Recurrence/Death,0,Alive or dead of other cause,New
,,,1,Dead (attributable to this cancer dx),
,,,8,Missing/Unknown Cause of Death,
,,,9,Not applicable / not first tumor,
,,,,,
1915,SEER Other COD,Follow-up/Recurrence/Death,0,Alive or dead due to cancer,New
,,,1,Dead (attributable to causes other than this cancer diagnosis),
,,,8,Missing/Unknown Cause of Death,
,,,9,Not applicable/not first tumor,
,,,,,
1920,ICD Revision Number,Follow-up/Recurrence/Death,0,Patient alive at last follow-up,
,,,1,ICD-10,
,,,7,ICD-7,
,,,8,ICDA-8,
,,,9,ICD-9,
1930,Autopsy,Follow-up/Recurrence/Death,0,Not applicable; patient alive,
,,,1,Autopsy performed,
,,,2,No autopsy performed,
,,,9,"Patient expired, unknown if autopsy performed",
,,,"This data item is no longer supported by CoC (As of January 1, 2003).",,
1940,Place of Death,Follow-up/Recurrence/Death,997,"Not applicable, patient alive",
,,,999,Place of death unknown,
1942,Place of Death--State,Demographic,Blank,"Not applicable, patient alive",
1944,Place of Death--Country,Demographic,,,
,,,ZZN,North America NOS,
,,,ZZC,Central America NOS,
,,,ZZS,South America NOS,
,,,ZZP,Pacific NOS,
,,,ZZE,Europe NOS,
,,,ZZF,Africa NOS,
,,,ZZA,Asia NOS,
,,,ZZX,Non-US NOS,
,,,ZZU,Unknown,
,,,Custom codes for historic use only,,
,,,XNI,North American Islands,
,,,ZCB,Other Caribbean Islands,
,,,XEN,"England, Channel Islands, Isle of Man",
,,,XSC,Scandinavia,
,,,XGR,Germanic Countries,
,,,XSL,Slavic Countries,
,,,CSK,Czechoslovakia (former),
,,,YUG,Yugoslavia (former),
,,,XUM,Ukraine and Moldova,
,,,XNF,North Africa,
,,,XSD,Sudanese Countries,
,,,XWF,West Africa,
,,,XSF,South Africa,
,,,XEF,East Africa,
,,,XIF,African Islands,
,,,XET,Ethiopia and Eritrea,
,,,XAP,Arabian Peninsula,
,,,XIS,Israel and Palestine,
,,,XCR,Caucasian Republics of former USSR,
,,,XOR,Other Asian Republics of former USSR,
,,,XSE,Southeast Asia,
,,,XMS,"Malaysia, Singapore, Brunei",
,,,XCH,"China, NOS",
,,,XML,Melanesian Islands,
,,,XMC,Micronesian Islands,
,,,XPL,Polynesian Islands,
,,,Blank,"Not applicable, patient alive",
,,,,,
1960,Site (73-91) ICD-O-1,Edit Overrides/Conversion History/System Admin,,,
1970,Morph (73-91) ICD-O-1,Edit Overrides/Conversion History/System Admin,,,
1971,Histology (73-91) ICD-O-1,Edit Overrides/Conversion History/System Admin,,,
1972,Behavior (73-91) ICD-O-1,Edit Overrides/Conversion History/System Admin,,,
1973,Grade (73-91) ICD-O-1,Edit Overrides/Conversion History/System Admin,,,
1980,ICD-O-2 Conversion Flag,Edit Overrides/Conversion History/System Admin,0,Primary site and morphology originally coded in ICD-O-2,
,,,1,Primary site and morphology converted without review,
,,,2,Primary site converted with review; morphology machine-converted without review,
,,,3,"Primary site machine-converted without review, morphology converted with review",
,,,4,Primary site and morphology converted with review,
,,,5,Morphology converted from ICD-O-3 without review,
,,,6,Morphology converted from ICD-O-3 with review,
,,,Blank,Not converted,
1981,Over-ride SS/NodesPos,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
1982,Over-ride SS/TNM-N,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
1983,Over-ride SS/TNM-M,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1984,Over-ride SS/DisMet1,,,,Retired
1985,Over-ride Acsn/Class/Seq,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
1986,Over-ride HospSeq/DxConf,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
1987,Over-ride CoC-Site/Type,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
1988,Over-ride HospSeq/Site,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
1989,Over-ride Site/TNM-StgGrp,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
1990,Over-ride Age/Site/Morph,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed that age/site/histology combination is correct as reported,
,,,2,Reviewed and confirmed that case was diagnosed in utero,
,,,3,Reviewed and confirmed that conditions 1 and 2 both apply,
,,,Blank,Not reviewed or reviewed and corrected.,
1992,Over-ride TNM Stage,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,New
,,,Blank,Not reviewed or reviewed and corrected,
,,,,,
1993,Over-ride TNM Tis,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,New
,,,Blank,Not reviewed or reviewed and corrected,
,,,,,
1994,Over-ride TNM 3,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,New
,,,Blank,Not reviewed or reviewed and corrected,
,,,,,
2000,Over-ride SeqNo/DxConf,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2010,Over-ride Site/Lat/SeqNo,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
2020,Over-ride Surg/DxConf,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2030,Over-ride Site/Type,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
2040,Over-ride Histology,Edit Overrides/Conversion History/System Admin,1,"Reviewed and confirmed that the pathologist states the primary to be ""in situ"" or ""malignant"" although the behavior code of the histology is designated as ""benign"" or ""uncertain"" in ICD-O-2 or ICD-O-3",
,,,2,"Reviewed and confirmed that the behavior code is ""in situ,"" but the case is not microscopically confirmed",
,,,3,Reviewed and confirmed that conditions 1 and 2 both apply,
,,,Blank,Not reviewed or reviewed and corrected,
2050,Over-ride Report Source,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2060,Over-ride Ill-define Site,Edit Overrides/Conversion History/System Admin,1,"Reviewed and confirmed as reported: a second or subsequent primary reported with an ill-defined primary site (C76.0-C76.8, C80.9) has been reviewed and is an independent primary",
,,,Blank,Not reviewed or reviewed and corrected,
2070,"Over-ride Leuk, Lymphoma",Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2071,Over-ride Site/Behavior,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
2072,Over-ride Site/EOD/DX Dt,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2073,Over-ride Site/Lat/EOD,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,
,,,Blank,Not reviewed or reviewed and corrected,
2074,Over-ride Site/Lat/Morph,Edit Overrides/Conversion History/System Admin,Blank,Not reviewed or reviewed and corrected,
,,,1,Reviewed and confirmed as reported,
2078,Over-ride Name/Sex,Edit Overrides/Conversion History/System Admin,1,Reviewed and confirmed as reported,New
,,,Blank,Not reviewed or reviewed and corrected,
,,,,,
2080,Reserved 13,Pathology,,,
2081,CRC CHECKSUM,Edit Overrides/Conversion History/System Admin,,,
2085,Date Case Initiated,Edit Overrides/Conversion History/System Admin,,,
2090,Date Case Completed,Edit Overrides/Conversion History/System Admin,,,
2092,Date Case Completed--CoC,Edit Overrides/Conversion History/System Admin,,,
2100,Date Case Last Changed,Edit Overrides/Conversion History/System Admin,,,
2110,Date Case Report Exported,Edit Overrides/Conversion History/System Admin,,,
2111,Date Case Report Received,Edit Overrides/Conversion History/System Admin,,,
2112,Date Case Report Loaded,Edit Overrides/Conversion History/System Admin,,,
2113,Date Tumor Record Availbl,Edit Overrides/Conversion History/System Admin,,,
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2114,Future Use Timeliness 1,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2115,Future Use Timeliness 2,,,,Retired
2116,ICD-O-3 Conversion Flag,Edit Overrides/Conversion History/System Admin,0,Morphology (Morph--Type&Behav ICD-O-3 [521]) originally coded in ICD-O-3,
,,,1,Morphology (Morph--Type&Behav ICD-O-3 [521]) converted from (Morph--Type&Behav ICD-O-2 [419]) without review,
,,,3,Morphology (Morph--Type&Behav ICD-O-3 [521]) converted from (Morph--Type&Behav ICD-O-2 [419]) with review,
,,,Blank,"Not converted (clarification for cases diagnosed as of January 1, 2007: cases coded in prior ICD-O version and not converted to ICD-O-3)",
2120,SEER Coding Sys--Current,Edit Overrides/Conversion History/System Admin,0,No SEER coding,
,,,1,Pre-1988 SEER Coding Manuals,
,,,2,1988 SEER Coding Manual,
,,,3,1989 SEER Coding Manual,
,,,4,1992 SEER Coding Manual,
,,,5,1998 SEER Coding Manual,
,,,6,2003 SEER Coding Manual,
,,,7,2004 SEER Coding Manual,
,,,8,2007 SEER Coding Manual,
,,,9,2007 SEER Coding Manual with 2008 changes,
,,,A,2010 SEER Coding Manual,
,,,B,2011 SEER Coding Manual,
,,,C,2012 SEER Coding Manual,
,,,D,2013 SEER Coding Manual,
,,,E,2014 SEER Coding Manual,
,,,F,2015 SEER Coding Manual,
,,,G,2016 SEER Coding Manual,
,,,H,2018 SEER Coding Manual,
,,,,,
2130,SEER Coding Sys--Original,Edit Overrides/Conversion History/System Admin,0,No SEER coding,
,,,1,Pre-1988 SEER Coding Manuals,
,,,2,1988 SEER Coding Manual,
,,,3,1989 SEER Coding Manual,
,,,4,1992 SEER Coding Manual,
,,,5,1998 SEER Coding Manual,
,,,6,2003 SEER Coding Manual,
,,,7,2004 SEER Coding Manual,
,,,8,2007 SEER Coding Manual,
,,,9,2007 SEER Coding Manual with 2008 changes,
,,,A,2010 SEER Coding Manual,
,,,B,2011 SEER Coding Manual,
,,,C,2012 SEER Coding Manual,
,,,D,2013 SEER Coding Manual,
,,,E,2014 SEER Coding Manual,
,,,F,2015 SEER Coding Manual,
,,,G,2016 SEER Coding Manual,
,,,H,2018 SEER Coding Manual,
,,,,,
2140,CoC Coding Sys--Current,Edit Overrides/Conversion History/System Admin,0,No CoC coding system used,
,,,1,Pre-1988 (Cancer Program Manual Supplement),
,,,2,1988 Data Acquisition Manual,
,,,3,1989 Data Acquisition Manual Revisions,
,,,4,1990 Data Acquisition Manual Revisions,
,,,5,1994 Data Acquisition Manual (Interim/Revised),
,,,6,ROADS (effective with cases diagnosed 1996-1997),
,,,7,ROADS and 1998 Supplement (effective with cases diagnosed 1998-2002),
,,,8,FORDS (effective with cases diagnosed 2003-2017),
,,,99,Unknown coding system,
,,,9,STORE (effective with cases diagnosed 2018 and forward),
,,,,,
2150,CoC Coding Sys--Original,Edit Overrides/Conversion History/System Admin,0,No CoC coding system used,
,,,1,Pre-1988 (Cancer Program Manual Supplement),
,,,2,1988 Data Acquisition Manual,
,,,3,1989 Data Acquisition Manual Revisions,
,,,4,1990 Data Acquisition Manual Revisions,
,,,5,1994 Data Acquisition Manual (Interim/Revised),
,,,6,ROADS (effective with cases diagnosed 1996-1997),
,,,7,ROADS and 1998 Supplement (effective with cases diagnosed 1998-2002),
,,,8,FORDS (effective with cases diagnosed 2003-2017),
,,,99,Original CoC coding system is not known,
,,,9,STORE (effective with cases diagnosed 2018 and forward),
,,,,,
2152,CoC Accredited Flag,Edit Overrides/Conversion History/System Admin,0,Abstract prepared at a facility WITHOUT CoC accreditation of its cancer program,New
,,,1,ANALYTIC abstract prepared at facility WITH CoC accreditation of its cancer program (Includes Class of Case codes 10-22),
,,,2,"NON-ANALYTIC abstract prepared at facility WITH CoC accreditation of its cancer program (Includes Class of Case codes 30-43 and 99, plus code 00 which CoC considers analytic but does not require to be staged)",
,,,Blank,Not applicable; DCO,
,,,,,
2155,RQRS NCDB Submission Flag,Edit Overrides/Conversion History/System Admin,1,Data Submission for RQRS,New
,,,2,Data Submission for NCDB Annual Call for Data,
,,,,,
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2160,Subsq Report for Primary,,,,Retired
2161,Reserved 18,Treatment-1st Course,,,Retired
2161,Reserved 18,Treatment-1st Course,,,Retired
2161,Reserved 18,Treatment-1st Course,,,Retired
2162,Reserved 19,Stage/Prognostic Factors,,,Retired
2162,Reserved 19,Stage/Prognostic Factors,,,Retired
2163,Reserved 20,Stage/Prognostic Factors,,,Retired
2163,Reserved 20,Stage/Prognostic Factors,,,Retired
2170,Vendor Name,Edit Overrides/Conversion History/System Admin,,,
2180,SEER Type of Follow-Up,Edit Overrides/Conversion History/System Admin,1,"""Autopsy-Only"" or ""Death Certificate-Only"" case",
,,,2,Active follow-up case,
,,,3,In situ cancer of the cervix uteri only,
,,,4,"Case not originally in active follow-up, but in active follow-up now (San Francisco-Oakland only)",
2190,SEER Record Number,Edit Overrides/Conversion History/System Admin,1,One or first of more than one record for person,
,,,2,Second record for person,
,,,..,,
,,,..,,
,,,nn,Last of nn records for person,
2200,Diagnostic Proc 73-87,Edit Overrides/Conversion History/System Admin,,,
2210,Reserved 14,Text-Miscellaneous,,,
2220,State/Requestor Items,Special Use,,,
2230,Name--Last,Patient-Confidential,,,
2240,Name--First,Patient-Confidential,,,
2250,Name--Middle,Patient-Confidential,,,
2260,Name--Prefix,Patient-Confidential,,,
2270,Name--Suffix,Patient-Confidential,,,
2280,Name--Alias,Patient-Confidential,,,
2290,Name--Spouse/Parent,Patient-Confidential,,,
2300,Medical Record Number,Patient-Confidential,UNK,Medical record number unknown,
,,,RT,Radiation therapy department patient without HIM number,
,,,SU,1-day surgery clinic patient without HIM number,
2310,Military Record No Suffix,Patient-Confidential,43119,Child,
,,,20,Sponsor,
,,,30-39,Spouse,
,,,40-44,Mother,
,,,45-49,Father,
,,,50-54,Mother-in-law,
,,,55-59,Father-in-law,
,,,60-69,Other eligible dependents,
,,,98,Civilian emergency (Air Force/Navy),
,,,99,Not classified elsewhere/stillborn,
,,,Blank,Not a military facility,
2315,Medicare Beneficiary Identifier,Patient-Confidential,Blank,"Not Available, Non-Medicare Patient, Not Applicable, or Unknown",New
,,,,,
2320,Social Security Number,Patient-Confidential,999999999,Unknown,
2330,Addr at DX--No & Street,Patient-Confidential,UNKNOWN,Patient's address is unknown,
2335,Addr at DX--Supplementl,Patient-Confidential,,,
2350,Addr Current--No & Street,Patient-Confidential,,,
2352,Latitude,Patient-Confidential,,,
2354,Longitude,Patient-Confidential,,,
2355,Addr Current--Supplementl,Patient-Confidential,,,
2360,Telephone,Patient-Confidential,0,Patient does not have a telephone,
,,,9999999999,Telephone number unavailable or unknown,
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2370,DC State,,,,Retired
2380,DC State File Number,Patient-Confidential,,,
2390,Name--Maiden,Patient-Confidential,,,
2392,Follow-Up Contact--No&St,Patient-Confidential,,,
2393,Follow-Up Contact--Suppl,Patient-Confidential,,,
2394,Follow-Up Contact--Name,Patient-Confidential,,,
2400,Reserved 15,Stage/Prognostic Factors,,,
2400,Reserved 15,,,,Retired
2400,Reserved 15,,,,Retired
2410,Institution Referred From,Hospital-Confidential,0,Case not referred from a facility,
,,,99999999,"Case referred from a facility, but facility number is unknown",
2415,NPI--Inst Referred From,Hospital-Confidential,Blank,,
2420,Institution Referred To,Hospital-Confidential,0,Case not referred to a facility,
,,,99999999,"Case referred to a facility, but facility number is unknown",
2425,NPI--Inst Referred To,Hospital-Confidential,Blank,,
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2430,Last Follow-Up Hospital,,,,Retired
2440,Following Registry,Hospital-Confidential,0,Case not reported by a facility,
,,,99999999,"Case reported, but facility number is unknown",
2445,NPI--Following Registry,Hospital-Confidential,Blank,,
2450,Reserved 16,Demographic,,,
2450,Reserved 16,Demographic,,,Retired
2450,Reserved 16,,,,Retired
2450,Reserved 16,,,,Retired
2450,Reserved 16,,,,Retired
2460,Physician--Managing,Other-Confidential,99999999,Managing physician unknown or ID number not assigned,
2465,NPI--Physician--Managing,Other-Confidential,Blank,,
2470,Physician--Follow-Up,Other-Confidential,99999999,Follow-up physician unknown or ID number not assigned,
2475,NPI--Physician--Follow-Up,Other-Confidential,Blank,,
2480,Physician--Primary Surg,Other-Confidential,0,Patient had no surgery and no surgical consultation,
,,,88888888,"Physician who performed a surgical procedure was not a surgeon (i.e., radiation oncologist, diagnostic radiologist, or general practitioner)",
,,,99999999,Primary Surgeon unknown or ID number not assigned,
2485,NPI--Physician--Primary Surg,Other-Confidential,Blank,,
2490,Physician 3,Other-Confidential,0,"None, no additional physician",
,,,99999999,Physician is unknown or an identification number is not assigned,
2495,NPI--Physician 3,Other-Confidential,Blank,,
2500,Physician 4,Other-Confidential,99999999,Physician is unknown or an identification number is not assigned,
,,,0,"None, no additional physician",
2505,NPI--Physician 4,Other-Confidential,Blank,,
2508,EHR Reporting,Other-Confidential,,,New
2510,Reserved 12,Other-Confidential,,,
2520,Text--DX Proc--PE,Text-Diagnosis,,,
2530,Text--DX Proc--X-ray/Scan,Text-Diagnosis,,,
2540,Text--DX Proc--Scopes,Text-Diagnosis,,,
2550,Text--DX Proc--Lab Tests,Text-Diagnosis,,,
