mapping notes,item_number,section,naaccr_variable_code,naaccr_variable_name,Cancer Modifier Mapping,Map Measurement? (assumes Value) ,Maps To,new_concept,Athena URL,Already Done/,naaccr_variable_domain,concept_class_id,naaccr_variable_standard_concept,naaccr_item_start_date,naaccr_item_end_date,naaccr_item_400_parent,naaccr_item_522_parent,naaccr_variable_date,naaccr_variable_parent,naaccr_value_code,naaccr_value_name,naaccr_variable_domain-2,concept_class_id-2,naaccr_value_standard_concept
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,buccal_mucosa@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,buccal_mucosa@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,buccal_mucosa@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,buccal_mucosa@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervical_lymph_nodes_occult_head_neck@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervical_lymph_nodes_occult_head_neck@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervical_lymph_nodes_occult_head_neck@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervical_lymph_nodes_occult_head_neck@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervical_lymph_nodes_occult_head_neck@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervix@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervix@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervix@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cervix@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634371,,https://athena.ohdsi.org/search-terms/terms/1634371,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@1,WHO Grade I : Circumscribed tumors of low proliferative potential associated with the possibility of cure following resection,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634752,,https://athena.ohdsi.org/search-terms/terms/1634752,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@2,WHO Grade II: Infiltrative tumors with low proliferative potential with increased risk of recurrence,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1633749,,https://athena.ohdsi.org/search-terms/terms/1633749,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@3,"WHO Grade III: Tumors with histologic evidence of malignancy, including nuclear atypia and mitotic activity, associated with an aggressive clinical course",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635792,,https://athena.ohdsi.org/search-terms/terms/1635792,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@4,"WHO Grade IV: Tumors that are cytologically malignant, mitotically active, and associated with rapid clinical progression and potential for dissemination",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@H,"Stated as """"high grade"""" NOS",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cns_other@3844@L,"Stated as """"low grade"""" NOS",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon_rectum@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon_rectum@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon_rectum@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon_rectum@3844@4,G4: Undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon_rectum@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,conjunctiva@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,conjunctiva@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,conjunctiva@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,conjunctiva@3844@4,G4: Undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,conjunctiva@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@3,G3: Poorly differentiated or undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@H,High grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@L,Low grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769539,,https://athena.ohdsi.org/search-terms/terms/36769539,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_adenosarcoma@3844@S,Sarcomatous overgrowth,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635317,,https://athena.ohdsi.org/search-terms/terms/1635317,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_carcinoma@3844@1,G1|FIGO Grade 1|G1: Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635826,,https://athena.ohdsi.org/search-terms/terms/1635826,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_carcinoma@3844@2,G2|FIGO Grade 2|G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1633887,,https://athena.ohdsi.org/search-terms/terms/1633887,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_carcinoma@3844@3,G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_carcinoma@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635317,,https://athena.ohdsi.org/search-terms/terms/1635317,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_sarcoma@3844@1,G1|FIGO Grade 1|G1: Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635826,,https://athena.ohdsi.org/search-terms/terms/1635826,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_sarcoma@3844@2,G2|FIGO Grade 2|G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1633887,,https://athena.ohdsi.org/search-terms/terms/1633887,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_sarcoma@3844@3,G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,corpus_sarcoma@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cutaneous_carcinoma_head_neck@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cutaneous_carcinoma_head_neck@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cutaneous_carcinoma_head_neck@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cutaneous_carcinoma_head_neck@3844@4,G4: Undifferentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cutaneous_carcinoma_head_neck@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cystic_duct@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cystic_duct@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cystic_duct@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,cystic_duct@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,digestive_other@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,digestive_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,digestive_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,digestive_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,digestive_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,endocrine_other@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,endocrine_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,endocrine_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,endocrine_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,endocrine_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_gejunction@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_gejunction@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_gejunction@3844@3,"G3: Poorly differentiated, undifferentiated",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_gejunction@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_including_ge_junction_squamous@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_including_ge_junction_squamous@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_including_ge_junction_squamous@3844@3,"G3: Poorly differentiated, undifferentiated",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,esophagus_including_ge_junction_squamous@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,eye_other@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,eye_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,eye_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,eye_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,eye_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,fallopian_tube@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,fallopian_tube@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
